Datetime,Buyexchange,Sellexchange,Currency,Result
Nov 04 2019 04:25:05 AM,bittrex,upbit,VRC/BTC
Nov 04 2019 04:25:54 AM,upbit,bittrex,UKG/BTC
Nov 04 2019 04:27:09 AM,bitz,btcalpha,MIN/BTC
Nov 04 2019 04:27:15 AM,bittrex,upbit,MEME/BTC
Nov 04 2019 04:29:14 AM,huobipro,hitbtc2,PNT/BTC
Nov 04 2019 04:29:19 AM,bittrex,upbit,NMR/BTC
Nov 04 2019 04:34:27 AM,southxchange,poloniex,XPM/BTC
Nov 04 2019 04:35:13 AM,bittrex,coinegg,SPC/BTC
Nov 04 2019 04:57:24 AM,upbit,okex3,BKX/BTC
Nov 04 2019 04:57:58 AM,bittrex,upbit,NMR/BTC
Nov 04 2019 05:01:46 AM,upbit,bittrex,HMQ/BTC
Nov 04 2019 05:02:16 AM,bittrex,upbit,MOC/BTC
Nov 04 2019 05:35:48 AM,bittrex,upbit,NMR/BTC
Nov 04 2019 06:30:35 AM,bittrex,upbit,NMR/BTC
Nov 04 2019 06:31:12 AM,bittrex,upbit,DCT/BTC
Nov 04 2019 06:34:57 AM,southxchange,hitbtc2,PPC/BTC
Nov 04 2019 06:58:57 AM,upbit,bittrex,GAME/BTC
Nov 04 2019 04:54:07 PM,upbit,bittrex,UKG/BTC
Nov 04 2019 04:54:34 PM,huobipro,hitbtc2,REN/BTC
Nov 04 2019 05:24:01 PM,tidex,crex24,DMME/BTC
Nov 04 2019 05:26:08 PM,bittrex,upbit,VRC/BTC
Nov 04 2019 05:30:45 PM,upbit,bittrex,UKG/BTC
Nov 04 2019 05:38:35 PM,upbit,hitbtc2,BKX/BTC
Nov 04 2019 06:01:09 PM,upbit,bittrex,UKG/BTC
Nov 04 2019 06:49:46 PM,upbit,bittrex,SYS/BTC
Nov 04 2019 06:50:36 PM,kucoin,crex24,ENQ/BTC
Nov 04 2019 07:00:38 PM,bittrex,upbit,CRO/BTC
Nov 04 2019 07:41:14 PM,bitz,digifinex,MKEY/BTC
Nov 04 2019 07:51:59 PM,upbit,bittrex,SYS/BTC
Nov 04 2019 07:52:07 PM,bittrex,upbit,DCT/BTC
Nov 04 2019 08:02:52 PM,bitz,digifinex,MKEY/BTC
Nov 04 2019 08:03:54 PM,bittrex,upbit,VRC/BTC
Nov 04 2019 08:14:46 PM,bittrex,upbit,DCT/BTC
Nov 04 2019 08:37:03 PM,upbit,bittrex,GAME/BTC
Nov 04 2019 08:48:41 PM,bitz,kucoin,TKY/BTC
Nov 04 2019 08:52:40 PM,upbit,kucoin,SPND/BTC
Nov 04 2019 11:30:21 PM,upbit,hitbtc2,LAMB/BTC
Nov 04 2019 11:33:32 PM,hitbtc2,upbit,AMP/BTC
Nov 05 2019 12:06:28 AM,bittrex,upbit,EMC2/BTC
Nov 05 2019 12:06:36 AM,upbit,poloniex,NMR/BTC
Nov 05 2019 12:09:22 AM,huobipro,upbit,CRO/BTC
Nov 05 2019 06:39:21 AM,upbit,hitbtc2,BKX/BTC
Nov 05 2019 06:40:53 AM,kucoin,btcalpha,NIM/BTC
Nov 05 2019 06:41:28 AM,kucoin,upbit,DRGN/BTC
Nov 05 2019 06:47:34 AM,coinegg,gateio,INK/BTC
Nov 05 2019 06:53:29 AM,kucoin,upbit,DRGN/BTC
Nov 05 2019 08:35:38 AM,bittrex,upbit,AERGO/BTC
Nov 05 2019 08:36:04 AM,upbit,hitbtc2,BKX/BTC
Nov 05 2019 08:36:10 AM,poloniex,upbit,NMR/BTC
Nov 05 2019 08:52:27 AM,upbit,hitbtc2,BKX/BTC
Nov 05 2019 11:21:13 PM,bittrex,bitbay,GAME/BTC
Nov 05 2019 11:23:16 PM,upbit,bittrex,EXP/BTC
Nov 05 2019 11:24:16 PM,upbit,bittrex,SYS/BTC
Nov 05 2019 11:40:22 PM,bittrex,kucoin,META/BTC
Nov 06 2019 12:14:15 AM,upbit,kucoin,META/BTC
Nov 06 2019 12:27:59 AM,upbit,kucoin,META/BTC
Nov 06 2019 12:50:49 AM,hitbtc2,upbit,AMP/BTC
Nov 06 2019 01:46:55 AM,bittrex,upbit,MEME/BTC
Nov 06 2019 01:47:28 AM,upbit,bittrex,EXP/BTC
Nov 06 2019 01:53:51 AM,huobipro,coinegg,FTI/BTC
Nov 06 2019 02:13:31 AM,upbit,okex3,BKX/BTC
Nov 06 2019 10:31:56 AM,upbit,bittrex,EXP/BTC
Nov 06 2019 10:35:04 AM,okex3,upbit,SPND/BTC
Nov 06 2019 10:39:53 AM,btcalpha,tidex,REM/BTC
Nov 06 2019 10:44:54 AM,huobipro,coinegg,FTI/BTC
Nov 06 2019 10:58:37 AM,upbit,huobipro,OCN/BTC
Nov 06 2019 11:04:08 AM,huobipro,coinegg,FTI/BTC
Nov 06 2019 11:29:06 AM,huobipro,coinegg,FTI/BTC
Nov 06 2019 07:54:36 PM,bitz,fcoin,ABBC/BTC
Nov 06 2019 07:54:50 PM,kucoin,bitmart,CV/BTC
Nov 06 2019 07:54:56 PM,upbit,bittrex,EXP/BTC
Nov 06 2019 07:55:02 PM,btcalpha,bitbay,KZC/BTC
Nov 06 2019 07:59:03 PM,bibox,hitbtc2,ORMEUS/BTC
Nov 06 2019 08:07:16 PM,upbit,okex3,BKX/BTC
Nov 06 2019 08:15:50 PM,kucoin,upbit,SPND/BTC
Nov 06 2019 08:32:30 PM,bitz,bitmart,ABBC/BTC
Nov 06 2019 08:33:35 PM,southxchange,kucoin,ONION/BTC
Nov 06 2019 09:51:41 PM,bibox,upbit,XNK/BTC
Nov 06 2019 09:54:21 PM,bigone,oceanex,VTHO/BTC
Nov 06 2019 09:55:18 PM,poloniex,upbit,FCT/BTC
Nov 06 2019 10:02:43 PM,poloniex,southxchange,XPM/BTC
Nov 06 2019 10:23:55 PM,southxchange,hitbtc2,SNBL/BTC
Nov 06 2019 10:24:51 PM,southxchange,crex24,BEET/BTC
Nov 06 2019 10:25:49 PM,upbit,hitbtc2,BKX/BTC
Nov 06 2019 10:33:55 PM,bitz,digifinex,ABBC/BTC
Nov 06 2019 10:34:45 PM,huobipro,upbit,CRO/BTC
Nov 06 2019 10:39:23 PM,crex24,southxchange,TELOS/BTC
Nov 06 2019 11:38:53 PM,okex3,upbit,SPND/BTC
Nov 07 2019 03:10:03 AM,upbit,bittrex,UKG/BTC
Nov 07 2019 03:10:24 AM,oceanex,kucoin,CRO/BTC
Nov 07 2019 03:15:55 AM,southxchange,hitbtc2,SNBL/BTC
Nov 07 2019 03:16:09 AM,crex24,southxchange,TNET/BTC
Nov 07 2019 03:21:30 AM,bittrex,upbit,MEME/BTC
Nov 07 2019 03:23:00 AM,southxchange,kraken,DOGE/BTC
Nov 07 2019 03:29:20 AM,kucoin,hitbtc2,FOTA/BTC
Nov 07 2019 03:30:37 AM,upbit,bittrex,UKG/BTC
Nov 07 2019 03:49:40 AM,upbit,bittrex,EXP/BTC
Nov 07 2019 04:02:25 AM,kucoin,bitforex,BOS/BTC
Nov 07 2019 06:32:45 AM,upbit,bittrex,UKG/BTC
Dec 01 2019 07:54:50 PM,coinex,kraken,SC/BTC
Dec 02 2019 04:06:21 PM,digifinex,coinex,RVN/BTC
Dec 02 2019 08:20:55 PM,bitforex,digifinex,MESG/BTC
Dec 02 2019 09:31:02 PM,digifinex,kucoin,NRG/BTC
Dec 02 2019 09:31:12 PM,coinegg,exmo,INK/BTC
Dec 02 2019 09:32:45 PM,bitz,bitforex,WWB/BTC
Dec 03 2019 12:39:20 AM,kucoin,okex3,ITC/BTC
Dec 03 2019 12:41:08 AM,kucoin,bitmax,MHC/BTC
Dec 03 2019 01:52:28 AM,crex24,hitbtc2,BTX/BTC
Dec 03 2019 02:04:52 AM,huobipro,bitmart,ABT/BTC
Dec 03 2019 10:13:48 AM,coinegg,exmo,INK/BTC
Dec 03 2019 10:24:30 AM,hitbtc2,tidex,DOGE/BTC
Dec 03 2019 10:27:29 AM,bitmax,kucoin,BOLT/BTC
Dec 03 2019 10:41:07 AM,kucoin,bitforex,MHC/BTC
Dec 03 2019 10:54:03 AM,coinegg,exmo,INK/BTC
Dec 03 2019 11:09:24 AM,bitmart,kucoin,CV/BTC
Dec 03 2019 12:33:13 PM,kucoin,okex3,ITC/BTC
Dec 03 2019 02:22:42 PM,kucoin,okex3,ITC/BTC
