Datetime,Buyexchange,Sellexchange,Currency,Result
Oct 23 2019 07:31:35 PM,bittrex,tidex,MER/BTC,success
Oct 23 2019 09:54:47 PM,poloniex,coinegg,XPM/BTC,success
Oct 23 2019 09:55:01 PM,digifinex,kucoin,NRG/BTC,null
Oct 23 2019 10:12:11 PM,huobipro,digifinex,UTK/BTC,success
Oct 23 2019 10:56:50 PM,bittrex,crex24,TUBE/BTC,fail
Oct 23 2019 11:02:20 PM,southxchange,kucoin,ONION/BTC,null
Oct 24 2019 03:15:48 AM,bitz,crex24,ILC/BTC,null
Oct 24 2019 03:19:43 AM,upbit,tidex,LOOM/BTC,success
Oct 24 2019 03:20:03 AM,poloniex,bittrex,NMR/BTC,success
Oct 24 2019 03:25:29 AM,poloniex,coinegg,XPM/BTC,success
Oct 24 2019 03:32:34 AM,btcalpha,tidex,VEST/BTC,fail
Oct 24 2019 03:35:58 AM,livecoin,kucoin,ROOBEE/BTC,success
Oct 24 2019 03:48:24 AM,coinegg,exmo,INK/BTC,success
Oct 24 2019 03:50:56 AM,oceanex,livecoin,VTHO/BTC,success
Oct 24 2019 03:54:51 AM,okex3,hitbtc2,PAY/BTC,success
Oct 24 2019 04:00:02 AM,livecoin,kucoin,ROOBEE/BTC,success
Oct 24 2019 04:08:18 AM,upbit,kucoin,SPND/BTC,success
Oct 24 2019 04:12:38 AM,digifinex,huobipro,LAMB/BTC,success
Oct 24 2019 04:20:47 AM,coss,hitbtc2,SUB/BTC,success
Oct 24 2019 04:23:25 AM,coinegg,gateio,INK/BTC,null
Oct 24 2019 04:42:54 AM,coinegg,gateio,INK/BTC,null
Oct 24 2019 05:00:23 AM,coinegg,gateio,INK/BTC,null
Oct 24 2019 05:06:00 AM,livecoin,exmo,ROOBEE/BTC,fail
Oct 24 2019 05:13:08 AM,kucoin,coinegg,FOTA/BTC,success
Oct 24 2019 05:14:32 AM,oceanex,bigone,VTHO/BTC,fail
Oct 24 2019 05:50:52 AM,livecoin,kucoin,ROOBEE/BTC,success
Oct 24 2019 05:51:28 AM,tidex,btcalpha,DOGE/BTC,success
Oct 24 2019 05:51:35 AM,bittrex,digifinex,EDR/BTC,success
Oct 24 2019 06:01:27 AM,binance,kucoin,PPT/BTC,fail
Oct 24 2019 06:12:14 AM,livecoin,kucoin,ROOBEE/BTC,success
Oct 24 2019 06:22:29 AM,livecoin,exmo,ROOBEE/BTC,null
Oct 24 2019 06:26:00 AM,livecoin,exmo,ROOBEE/BTC,fail
Oct 24 2019 09:05:16 AM,okex3,upbit,RFR/BTC,fail
Oct 24 2019 09:05:50 AM,crex24,southxchange,TNET/BTC,fail
Oct 24 2019 09:16:46 AM,huobipro,livecoin,XZC/BTC,fail
Oct 24 2019 09:18:28 AM,oceanex,livecoin,VTHO/BTC,fail
Oct 24 2019 10:09:57 AM,southxchange,bitforex,FTO/BTC,success
Oct 24 2019 10:13:03 AM,oceanex,bigone,VTHO/BTC,success
Oct 24 2019 10:47:26 AM,latoken,btcalpha,AGLT/BTC,null
Oct 24 2019 05:57:03 PM,oceanex,livecoin,VTHO/BTC,success
Oct 24 2019 05:57:37 PM,tidex,btcalpha,REM/BTC,success
Oct 26 2019 04:39:53 PM,digifinex,huobipro,UTK/BTC,success
Oct 26 2019 04:45:40 PM,upbit,digifinex,RVN/BTC,success
Oct 26 2019 04:45:46 PM,crex24,bitbay,GAME/BTC,fail
Oct 26 2019 04:48:29 PM,poloniex,tidex,OMG/BTC,success
Oct 26 2019 04:50:52 PM,kraken,btcalpha,ICX/BTC,success
Oct 26 2019 04:51:13 PM,huobipro,bitmart,MT/BTC,success
Oct 26 2019 04:51:24 PM,kucoin,huobipro,ITC/BTC,null
Oct 26 2019 05:13:58 PM,bitmart,bittrex,DGB/BTC,fail
Oct 26 2019 05:17:35 PM,bittrex,tidex,BNT/BTC,success
Oct 26 2019 05:21:52 PM,poloniex,hitbtc2,NMR/BTC,success
Oct 26 2019 05:26:11 PM,oceanex,kucoin,CRO/BTC,fail
Oct 26 2019 05:49:18 PM,kucoin,hitbtc2,FOTA/BTC,fail
Oct 28 2019 05:28:28 PM,upbit,livecoin,SIB/BTC,success
Oct 28 2019 05:28:37 PM,upbit,bittrex,BKX/BTC,fail
Oct 28 2019 05:32:08 PM,upbit,binance,XZC/BTC,fail
Oct 28 2019 05:37:22 PM,huobipro,coinegg,FTI/BTC,success
Oct 28 2019 05:52:15 PM,upbit,binance,RLC/BTC,success
Oct 28 2019 05:52:25 PM,upbit,crex24,RDD/BTC,fail
Oct 28 2019 05:59:24 PM,bibox,bittrex,TTC/BTC,fail
Oct 28 2019 07:16:12 PM,crex24,southxchange,TNET/BTC,success
Oct 28 2019 07:16:25 PM,upbit,hitbtc2,BKX/BTC,success
Oct 28 2019 07:17:37 PM,crex24,bitbay,GAME/BTC,null
Oct 28 2019 07:17:52 PM,okex3,southxchange,IOTA/BTC,success
Oct 28 2019 07:28:16 PM,upbit,binance,RLC/BTC,success
Oct 28 2019 07:34:49 PM,cex,huobipro,ONT/BTC,null
Oct 28 2019 07:49:57 PM,oceanex,bigone,VTHO/BTC,null
Oct 28 2019 07:50:41 PM,upbit,binance,RLC/BTC,fail
Oct 28 2019 08:00:45 PM,oceanex,bigone,VTHO/BTC,success
Oct 28 2019 08:00:58 PM,kucoin,binance,TOMO/BTC,fail
Oct 28 2019 08:01:10 PM,crex24,hitbtc2,BTX/BTC,success
Oct 28 2019 08:01:24 PM,upbit,bittrex,BKX/BTC,null
Oct 28 2019 08:01:34 PM,upbit,binance,XZC/BTC,success
Oct 28 2019 08:06:39 PM,lbank,digifinex,GRS/BTC,fail
Oct 28 2019 08:07:30 PM,upbit,binance,RLC/BTC,null
Oct 29 2019 10:57:00 AM,upbit,livecoin,SIB/BTC,fail
Oct 29 2019 11:13:43 AM,bittrex,hitbtc2,IGNIS/BTC,fail
Oct 29 2019 11:13:52 AM,southxchange,hitbtc2,SNBL/BTC,success
Oct 29 2019 11:14:01 AM,upbit,bittrex,STPT/BTC,success
Oct 29 2019 11:16:00 AM,btcalpha,tidex,REM/BTC,success
Oct 29 2019 11:20:29 AM,kucoin,tidex,KEY/BTC,fail
Oct 29 2019 11:20:39 AM,upbit,livecoin,SIB/BTC,success
Oct 29 2019 11:21:20 AM,bittrex,hitbtc2,IGNIS/BTC,null
Oct 29 2019 11:30:58 AM,bibox,bitz,KBC/BTC,success
Oct 29 2019 11:36:17 AM,upbit,kucoin,BTM/BTC,fail
Oct 29 2019 11:41:54 AM,upbit,kucoin,BTM/BTC,null
Oct 29 2019 11:44:13 AM,upbit,hitbtc2,BKX/BTC,null
Oct 29 2019 11:44:52 AM,kucoin,crex24,ENQ/BTC,fail
Oct 29 2019 11:45:38 AM,upbit,bittrex,STPT/BTC,success
Oct 29 2019 11:52:04 AM,upbit,bittrex,NMR/BTC,null
Oct 30 2019 03:37:28 AM,poloniex,upbit,FCT/BTC,success
Oct 30 2019 03:38:20 AM,lbank,huobipro,SC/BTC,success
Oct 30 2019 03:39:31 AM,huobipro,bitbay,PAY/BTC,success
Oct 30 2019 03:39:43 AM,bittrex,upbit,BURST/BTC,null
Oct 30 2019 03:40:21 AM,bittrex,upbit,SPC/BTC,fail
Oct 30 2019 03:41:50 AM,poloniex,southxchange,XPM/BTC,success
Oct 30 2019 03:47:02 AM,oceanex,huobipro,IOST/BTC,success
Oct 30 2019 03:47:22 AM,upbit,hitbtc2,BKX/BTC,success
Oct 30 2019 03:47:34 AM,digifinex,bittrex,BLOCK/BTC,fail
Oct 30 2019 03:47:50 AM,upbit,livecoin,SIB/BTC,null
Oct 30 2019 03:50:13 AM,digifinex,exmo,ETZ/BTC,fail
Oct 30 2019 03:53:59 AM,southxchange,binance,XVG/BTC,null
Oct 30 2019 04:03:07 AM,oceanex,okex3,IOST/BTC,fail
Oct 30 2019 04:03:42 AM,cex,bigone,ONG/BTC,fail
Oct 30 2019 04:03:48 AM,crex24,btcalpha,DOGE/BTC,success
Oct 30 2019 04:04:41 AM,poloniex,upbit,FCT/BTC,success
Oct 30 2019 04:12:46 AM,kucoin,crex24,ENQ/BTC,success
Oct 30 2019 04:16:32 AM,upbit,okex3,BKX/BTC,success
Oct 31 2019 01:51:17 AM,huobipro,digifinex,THETA/BTC,success
Oct 31 2019 01:51:46 AM,bittrex,upbit,MOC/BTC,success
Oct 31 2019 01:53:32 AM,upbit,binance,NXS/BTC,success
Oct 31 2019 01:53:40 AM,exmo,crex24,GUSD/BTC,success
Oct 31 2019 01:53:57 AM,exmo,livecoin,PTI/BTC,null
Oct 31 2019 01:54:04 AM,bittrex,upbit,FCT/BTC,null
Oct 31 2019 01:57:19 AM,bibox,upbit,TTC/BTC,success
Oct 31 2019 01:57:24 AM,btcalpha,bitbay,KZC/BTC,success
Oct 31 2019 02:02:44 AM,upbit,bittrex,MONA/BTC,success
Oct 31 2019 02:03:07 AM,btcalpha,upbit,BTS/BTC,null
Oct 31 2019 02:03:22 AM,upbit,bittrex,UKG/BTC,null
Oct 31 2019 02:04:03 AM,bittrex,livecoin,CURE/BTC,success
Oct 31 2019 02:08:17 AM,upbit,binance,IOTX/BTC,null
Oct 31 2019 02:26:45 AM,upbit,bittrex,RADS/BTC,null
Oct 31 2019 02:26:55 AM,digifinex,btcalpha,R/BTC,success
Oct 31 2019 02:27:03 AM,bittrex,upbit,BORA/BTC,success
Oct 31 2019 06:32:28 PM,bittrex,digifinex,UTK/BTC,success
Oct 31 2019 06:32:46 PM,upbit,bittrex,VDX/BTC,success
Oct 31 2019 06:32:59 PM,exmo,binance,DCR/BTC,null
Oct 31 2019 06:37:33 PM,southxchange,coinegg,NXT/BTC,fail
Oct 31 2019 06:38:53 PM,bigone,oceanex,VTHO/BTC,success
Oct 31 2019 06:39:01 PM,upbit,bittrex,MONA/BTC,success
Oct 31 2019 06:39:09 PM,latoken,btcalpha,AGLT/BTC,success
Oct 31 2019 06:39:22 PM,upbit,bittrex,UKG/BTC,success
Oct 31 2019 06:39:31 PM,upbit,poloniex,NMR/BTC,fail
Oct 31 2019 06:40:32 PM,poloniex,southxchange,XPM/BTC,success
Oct 31 2019 06:49:43 PM,upbit,bittrex,RADS/BTC,success
Oct 31 2019 06:50:13 PM,upbit,bittrex,VDX/BTC,fail
Oct 31 2019 06:51:01 PM,huobipro,digifinex,UTK/BTC,success
Oct 31 2019 06:54:58 PM,kucoin,tidex,CS/BTC,success
Oct 31 2019 06:56:38 PM,upbit,bittrex,PAL/BTC,fail
Oct 31 2019 07:18:42 PM,tidex,btcalpha,VEST/BTC,fail
Oct 31 2019 07:19:06 PM,digifinex,bitforex,ABBC/BTC,fail
Nov 04 2019 04:25:05 AM,bittrex,upbit,VRC/BTC,success
Nov 04 2019 04:25:54 AM,upbit,bittrex,UKG/BTC,success
Nov 04 2019 04:27:09 AM,bitz,btcalpha,MIN/BTC,success
Nov 04 2019 04:27:15 AM,bittrex,upbit,MEME/BTC,success
Nov 04 2019 04:29:00 AM,coss,tidex,SUB/BTC,fail
Nov 04 2019 04:29:08 AM,upbit,okex3,BKX/BTC,null
Nov 04 2019 04:29:14 AM,huobipro,hitbtc2,PNT/BTC,success
Nov 04 2019 04:29:19 AM,bittrex,upbit,NMR/BTC,success
Nov 04 2019 04:31:47 AM,coss,tidex,SUB/BTC,null
Nov 04 2019 04:34:27 AM,southxchange,poloniex,XPM/BTC,success
Nov 04 2019 04:34:34 AM,upbit,bittrex,HMQ/BTC,null
Nov 04 2019 04:35:13 AM,bittrex,coinegg,SPC/BTC,success
Nov 04 2019 04:57:24 AM,upbit,okex3,BKX/BTC,success
Nov 04 2019 04:57:38 AM,bittrex,upbit,MOC/BTC,fail
Nov 04 2019 04:57:58 AM,bittrex,upbit,NMR/BTC,success
Nov 04 2019 05:01:46 AM,upbit,bittrex,HMQ/BTC,success
Nov 04 2019 05:02:16 AM,bittrex,upbit,MOC/BTC,success
Nov 04 2019 05:11:14 AM,huobipro,hitbtc2,PNT/BTC,fail
Nov 04 2019 05:11:42 AM,huobipro,hitbtc2,PNT/BTC,fail
Nov 04 2019 05:35:48 AM,bittrex,upbit,NMR/BTC,success
Nov 04 2019 05:40:36 AM,digifinex,huobipro,SC/BTC,fail
Nov 04 2019 06:30:20 AM,upbit,bittrex,UKG/BTC,fail
Nov 04 2019 06:30:35 AM,bittrex,upbit,NMR/BTC,success
Nov 04 2019 06:31:12 AM,bittrex,upbit,DCT/BTC,success
Nov 04 2019 06:34:57 AM,southxchange,hitbtc2,PPC/BTC,success
Nov 04 2019 06:36:34 AM,coss,tidex,SUB/BTC,fail
Nov 04 2019 06:58:35 AM,hitbtc2,upbit,DCT/BTC,null
Nov 04 2019 06:58:57 AM,upbit,bittrex,GAME/BTC,success
Nov 04 2019 06:59:18 AM,huobipro,binance,AE/BTC,fail
Nov 04 2019 07:10:50 AM,digifinex,btcalpha,R/BTC,fail
Nov 04 2019 07:12:08 AM,bitz,hitbtc2,PART/BTC,fail
Nov 04 2019 04:54:07 PM,upbit,bittrex,UKG/BTC,success
Nov 04 2019 04:54:23 PM,bittrex,upbit,VRC/BTC,fail
Nov 04 2019 04:54:34 PM,huobipro,hitbtc2,REN/BTC,success
Nov 04 2019 04:54:42 PM,upbit,bittrex,NGC/BTC,null
Nov 04 2019 05:16:19 PM,lbank,bitz,ABBC/BTC,fail
Nov 04 2019 05:24:01 PM,tidex,crex24,DMME/BTC,success
Nov 04 2019 05:26:08 PM,bittrex,upbit,VRC/BTC,success
Nov 04 2019 05:30:45 PM,upbit,bittrex,UKG/BTC,success
Nov 04 2019 05:38:35 PM,upbit,hitbtc2,BKX/BTC,success
Nov 04 2019 06:01:09 PM,upbit,bittrex,UKG/BTC,success
Nov 04 2019 06:08:29 PM,livecoin,crex24,EMC/BTC,fail
Nov 04 2019 06:16:35 PM,huobipro,kraken,DOGE/BTC,null
Nov 04 2019 06:49:46 PM,upbit,bittrex,SYS/BTC,success
Nov 04 2019 06:50:36 PM,kucoin,crex24,ENQ/BTC,success
Nov 04 2019 07:00:38 PM,bittrex,upbit,CRO/BTC,success
Nov 04 2019 07:41:14 PM,bitz,digifinex,MKEY/BTC,success
Nov 04 2019 07:51:59 PM,upbit,bittrex,SYS/BTC,success
Nov 04 2019 07:52:07 PM,bittrex,upbit,DCT/BTC,success
Nov 04 2019 07:54:40 PM,bigone,upbit,CRO/BTC,fail
Nov 04 2019 07:54:55 PM,okex3,hitbtc2,PMA/BTC,null
Nov 04 2019 08:02:52 PM,bitz,digifinex,MKEY/BTC,success
Nov 04 2019 08:03:04 PM,exmo,livecoin,MNX/BTC,fail
Nov 04 2019 08:03:20 PM,okex3,hitbtc2,PMA/BTC,fail
Nov 04 2019 08:03:32 PM,bitz,kucoin,TKY/BTC,null
Nov 04 2019 08:03:40 PM,bittrex,hitbtc2,EDG/BTC,fail
Nov 04 2019 08:03:54 PM,bittrex,upbit,VRC/BTC,success
Nov 04 2019 08:14:46 PM,bittrex,upbit,DCT/BTC,success
Nov 04 2019 08:27:28 PM,okex3,hitbtc2,PMA/BTC,fail
Nov 04 2019 08:36:43 PM,bitz,kucoin,TKY/BTC,null
Nov 04 2019 08:37:03 PM,upbit,bittrex,GAME/BTC,success
Nov 04 2019 08:37:22 PM,digifinex,bitforex,ABBC/BTC,fail
Nov 04 2019 08:37:35 PM,upbit,kucoin,SPND/BTC,fail
Nov 04 2019 08:43:34 PM,digifinex,lbank,ABBC/BTC,fail
Nov 04 2019 08:44:35 PM,digifinex,bitz,ABBC/BTC,fail
Nov 04 2019 08:48:41 PM,bitz,kucoin,TKY/BTC,success
Nov 04 2019 08:52:40 PM,upbit,kucoin,SPND/BTC,success
Nov 04 2019 08:54:21 PM,digifinex,bitz,ABBC/BTC,fail
Nov 04 2019 11:30:21 PM,upbit,hitbtc2,LAMB/BTC,success
Nov 04 2019 11:30:29 PM,southxchange,livecoin,NMC/BTC,fail
Nov 04 2019 11:30:37 PM,bitz,digifinex,ILC/BTC,null
Nov 04 2019 11:33:32 PM,hitbtc2,upbit,AMP/BTC,success
Nov 04 2019 11:45:07 PM,bitz,digifinex,ILC/BTC,null
Nov 04 2019 11:47:31 PM,btcalpha,livecoin,PZM/BTC,null
Nov 04 2019 11:59:13 PM,upbit,poloniex,NMR/BTC,null
Nov 05 2019 12:06:17 AM,bitz,digifinex,ILC/BTC,fail
Nov 05 2019 12:06:28 AM,bittrex,upbit,EMC2/BTC,success
Nov 05 2019 12:06:36 AM,upbit,poloniex,NMR/BTC,success
Nov 05 2019 12:09:14 AM,bitz,digifinex,ILC/BTC,null
Nov 05 2019 12:09:22 AM,huobipro,upbit,CRO/BTC,success
Nov 05 2019 06:34:24 AM,exmo,btcalpha,PTI/BTC,fail
Nov 05 2019 06:39:21 AM,upbit,hitbtc2,BKX/BTC,success
Nov 05 2019 06:39:31 AM,okex3,latoken,ATOM/BTC,null
Nov 05 2019 06:40:53 AM,kucoin,btcalpha,NIM/BTC,success
Nov 05 2019 06:41:28 AM,kucoin,upbit,DRGN/BTC,success
Nov 05 2019 06:47:34 AM,coinegg,gateio,INK/BTC,success
Nov 05 2019 06:52:55 AM,upbit,hitbtc2,BKX/BTC,fail
Nov 05 2019 06:53:29 AM,kucoin,upbit,DRGN/BTC,success
Nov 05 2019 08:35:38 AM,bittrex,upbit,AERGO/BTC,success
Nov 05 2019 08:35:54 AM,exmo,livecoin,MNX/BTC,fail
Nov 05 2019 08:36:04 AM,upbit,hitbtc2,BKX/BTC,success
Nov 05 2019 08:36:10 AM,poloniex,upbit,NMR/BTC,success
Nov 05 2019 08:52:27 AM,upbit,hitbtc2,BKX/BTC,success
Nov 05 2019 11:21:06 PM,kucoin,bitmart,CV/BTC,fail
Nov 05 2019 11:21:13 PM,bittrex,bitbay,GAME/BTC,success
Nov 05 2019 11:22:50 PM,bibox,upbit,XNK/BTC,fail
Nov 05 2019 11:23:16 PM,upbit,bittrex,EXP/BTC,success
Nov 05 2019 11:24:16 PM,upbit,bittrex,SYS/BTC,success
Nov 05 2019 11:40:07 PM,coinex,huobipro,KMD/BTC,fail
Nov 05 2019 11:40:22 PM,bittrex,kucoin,META/BTC,success
Nov 05 2019 11:51:43 PM,kucoin,upbit,SPND/BTC,fail
Nov 06 2019 12:08:19 AM,upbit,huobipro,BFT/BTC,null
Nov 06 2019 12:14:15 AM,upbit,kucoin,META/BTC,success
Nov 06 2019 12:27:59 AM,upbit,kucoin,META/BTC,success
Nov 06 2019 12:43:33 AM,upbit,kucoin,META/BTC,fail
Nov 06 2019 12:50:49 AM,hitbtc2,upbit,AMP/BTC,success
Nov 06 2019 01:46:55 AM,bittrex,upbit,MEME/BTC,success
Nov 06 2019 01:47:28 AM,upbit,bittrex,EXP/BTC,success
Nov 06 2019 01:53:51 AM,huobipro,coinegg,FTI/BTC,success
Nov 06 2019 02:13:31 AM,upbit,okex3,BKX/BTC,success
Nov 06 2019 10:24:04 AM,bibox,livecoin,EOSDAC/BTC,fail
Nov 06 2019 10:31:56 AM,upbit,bittrex,EXP/BTC,success
Nov 06 2019 10:35:04 AM,okex3,upbit,SPND/BTC,success
Nov 06 2019 10:39:53 AM,btcalpha,tidex,REM/BTC,success
Nov 06 2019 10:44:54 AM,huobipro,coinegg,FTI/BTC,success
Nov 06 2019 10:58:37 AM,upbit,huobipro,OCN/BTC,success
Nov 06 2019 11:04:08 AM,huobipro,coinegg,FTI/BTC,success
Nov 06 2019 11:29:06 AM,huobipro,coinegg,FTI/BTC,success
Nov 06 2019 11:54:04 AM,upbit,huobipro,RCN/BTC,null
Nov 06 2019 07:54:36 PM,bitz,fcoin,ABBC/BTC,success
Nov 06 2019 07:54:50 PM,kucoin,bitmart,CV/BTC,success
Nov 06 2019 07:54:56 PM,upbit,bittrex,EXP/BTC,success
Nov 06 2019 07:55:02 PM,btcalpha,bitbay,KZC/BTC,success
Nov 06 2019 07:59:03 PM,bibox,hitbtc2,ORMEUS/BTC,success
Nov 06 2019 08:07:16 PM,upbit,okex3,BKX/BTC,success
Nov 06 2019 08:09:01 PM,upbit,bitbay,GAME/BTC,fail
Nov 06 2019 08:15:23 PM,southxchange,kucoin,ONION/BTC,null
Nov 06 2019 08:15:50 PM,kucoin,upbit,SPND/BTC,success
Nov 06 2019 08:32:30 PM,bitz,bitmart,ABBC/BTC,success
Nov 06 2019 08:32:58 PM,livecoin,crex24,GEX/BTC,null
Nov 06 2019 08:33:35 PM,southxchange,kucoin,ONION/BTC,success
Nov 06 2019 09:51:41 PM,bibox,upbit,XNK/BTC,success
Nov 06 2019 09:54:21 PM,bigone,oceanex,VTHO/BTC,success
Nov 06 2019 09:54:36 PM,kraken,huobipro,XTZ/BTC,fail
Nov 06 2019 09:55:18 PM,poloniex,upbit,FCT/BTC,success
Nov 06 2019 10:02:43 PM,poloniex,southxchange,XPM/BTC,success
Nov 06 2019 10:08:11 PM,bibox,hitbtc2,ORMEUS/BTC,fail
Nov 06 2019 10:08:25 PM,huobipro,livecoin,QASH/BTC,fail
Nov 06 2019 10:17:01 PM,bibox,hitbtc2,ORMEUS/BTC,fail
Nov 06 2019 10:17:57 PM,bitz,digifinex,ABBC/BTC,fail
Nov 06 2019 10:23:47 PM,bitz,digifinex,ABBC/BTC,fail
Nov 06 2019 10:23:55 PM,southxchange,hitbtc2,SNBL/BTC,success
Nov 06 2019 10:24:03 PM,huobipro,upbit,CRO/BTC,fail
Nov 06 2019 10:24:30 PM,kucoin,tidex,DRGN/BTC,fail
Nov 06 2019 10:24:39 PM,poloniex,upbit,NXT/BTC,null
Nov 06 2019 10:24:51 PM,southxchange,crex24,BEET/BTC,success
Nov 06 2019 10:25:49 PM,upbit,hitbtc2,BKX/BTC,success
Nov 06 2019 10:30:08 PM,upbit,bittrex,EXP/BTC,fail
Nov 06 2019 10:30:17 PM,bitz,digifinex,ABBC/BTC,fail
Nov 06 2019 10:33:40 PM,bibox,hitbtc2,ORMEUS/BTC,fail
Nov 06 2019 10:33:55 PM,bitz,digifinex,ABBC/BTC,success
Nov 06 2019 10:34:45 PM,huobipro,upbit,CRO/BTC,success
Nov 06 2019 10:39:23 PM,crex24,southxchange,TELOS/BTC,success
Nov 06 2019 11:38:53 PM,okex3,upbit,SPND/BTC,success
Nov 06 2019 11:43:00 PM,upbit,huobipro,NCASH/BTC,null
Nov 06 2019 11:54:24 PM,livecoin,hitbtc2,GUP/BTC,null
Nov 07 2019 03:10:03 AM,upbit,bittrex,UKG/BTC,success
Nov 07 2019 03:10:24 AM,oceanex,kucoin,CRO/BTC,success
Nov 07 2019 03:15:55 AM,southxchange,hitbtc2,SNBL/BTC,success
Nov 07 2019 03:16:09 AM,crex24,southxchange,TNET/BTC,success
Nov 07 2019 03:21:30 AM,bittrex,upbit,MEME/BTC,success
Nov 07 2019 03:23:00 AM,southxchange,kraken,DOGE/BTC,success
Nov 07 2019 03:29:20 AM,kucoin,hitbtc2,FOTA/BTC,success
Nov 07 2019 03:30:37 AM,upbit,bittrex,UKG/BTC,success
Nov 07 2019 03:35:59 AM,southxchange,hitbtc2,SNBL/BTC,null
Nov 07 2019 03:49:28 AM,poloniex,upbit,FCT/BTC,null
Nov 07 2019 03:49:40 AM,upbit,bittrex,EXP/BTC,success
Nov 07 2019 03:50:21 AM,poloniex,upbit,NMR/BTC,null
Nov 07 2019 04:02:25 AM,kucoin,bitforex,BOS/BTC,success
Nov 07 2019 06:32:45 AM,upbit,bittrex,UKG/BTC,success
Dec 01 2019 07:54:50 PM,coinex,kraken,SC/BTC,success
Dec 01 2019 07:54:58 PM,bitforex,crex24,BSV/BTC,null
Dec 02 2019 10:17:43 AM,huobipro,livecoin,ENG/BTC,null
Dec 02 2019 12:52:55 PM,bitforex,digifinex,ELAC/BTC,fail
Dec 02 2019 04:05:48 PM,oceanex,bitmax,IOST/BTC,null
Dec 02 2019 04:05:58 PM,tidex,hitbtc2,ZRC/BTC,null
Dec 02 2019 04:06:21 PM,digifinex,coinex,RVN/BTC,success
Dec 02 2019 04:10:25 PM,tidex,btcalpha,VEST/BTC,fail
Dec 02 2019 08:17:18 PM,okex3,huobipro,CTXC/BTC,fail
Dec 02 2019 08:20:55 PM,bitforex,digifinex,MESG/BTC,success
Dec 02 2019 08:21:05 PM,tidex,hitbtc2,ZRC/BTC,null
Dec 02 2019 08:31:16 PM,livecoin,oceanex,VTHO/BTC,fail
Dec 02 2019 09:31:02 PM,digifinex,kucoin,NRG/BTC,success
Dec 02 2019 09:31:12 PM,coinegg,exmo,INK/BTC,success
Dec 02 2019 09:31:35 PM,bitmart,livecoin,ABT/BTC,fail
Dec 02 2019 09:32:45 PM,bitz,bitforex,WWB/BTC,success
Dec 03 2019 12:39:20 AM,kucoin,okex3,ITC/BTC,success
Dec 03 2019 12:41:08 AM,kucoin,bitmax,MHC/BTC,success
Dec 03 2019 01:52:28 AM,crex24,hitbtc2,BTX/BTC,success
Dec 03 2019 02:04:52 AM,huobipro,bitmart,ABT/BTC,success
Dec 03 2019 02:20:55 AM,huobipro,bitmart,ABT/BTC,fail
Dec 03 2019 02:51:01 AM,bitz,bitforex,WWB/BTC,null
Dec 03 2019 10:13:48 AM,coinegg,exmo,INK/BTC,success
Dec 03 2019 10:24:30 AM,hitbtc2,tidex,DOGE/BTC,success
Dec 03 2019 10:27:29 AM,bitmax,kucoin,BOLT/BTC,success
Dec 03 2019 10:38:25 AM,coinex,livecoin,VET/BTC,fail
Dec 03 2019 10:38:36 AM,huobipro,livecoin,XZC/BTC,fail
Dec 03 2019 10:41:07 AM,kucoin,bitforex,MHC/BTC,success
Dec 03 2019 10:54:03 AM,coinegg,exmo,INK/BTC,success
Dec 03 2019 11:09:24 AM,bitmart,kucoin,CV/BTC,success
Dec 03 2019 12:33:13 PM,kucoin,okex3,ITC/BTC,success
Dec 03 2019 12:48:46 PM,okex3,poloniex,KNC/BTC,fail
Dec 03 2019 02:22:42 PM,kucoin,okex3,ITC/BTC,success
Dec 03 2019 02:38:00 PM,kucoin,okex3,ITC/BTC,success
Dec 03 2019 02:56:30 PM,kucoin,bitmart,CV/BTC,success
Dec 03 2019 03:00:51 PM,kucoin,bittrex,LUNA/BTC,null
Dec 03 2019 03:38:14 PM,kucoin,livecoin,GAS/BTC,null
Dec 03 2019 04:27:44 PM,bitforex,kucoin,ROOBEE/BTC,success
Dec 03 2019 09:58:35 PM,digifinex,bitforex,ELAC/BTC,fail
Dec 03 2019 09:58:50 PM,okex3,btcalpha,TRX/BTC,fail
Dec 03 2019 09:59:12 PM,crex24,kucoin,ONION/BTC,fail
Dec 04 2019 03:05:52 PM,digifinex,bitforex,IST/BTC,success
Dec 04 2019 03:05:59 PM,bittrex,kucoin,LUNA/BTC,null
Dec 04 2019 03:06:07 PM,poloniex,livecoin,GAS/BTC,fail
Dec 04 2019 03:06:21 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 03:06:56 PM,huobipro,digifinex,UTK/BTC,success
Dec 04 2019 03:09:09 PM,digifinex,livecoin,MGO/BTC,success
Dec 04 2019 03:19:21 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 03:21:41 PM,kraken,livecoin,MLN/BTC,success
Dec 04 2019 04:34:08 PM,kucoin,livecoin,ENJ/BTC,fail
Dec 04 2019 04:34:13 PM,oceanex,bittrex,CRO/BTC,success
Dec 04 2019 04:34:24 PM,crex24,btcalpha,NSD/BTC,fail
Dec 04 2019 04:40:45 PM,huobipro,kucoin,DATX/BTC,fail
Dec 04 2019 04:52:40 PM,bitmart,bibox,ALGO/BTC,fail
Dec 04 2019 04:56:20 PM,bitmax,bibox,ALGO/BTC,fail
Dec 04 2019 04:59:58 PM,bitz,bitforex,ABBC/BTC,fail
Dec 04 2019 05:04:41 PM,huobipro,bitmart,BTT/BTC,success
