Datetime,Buyexchange,Sellexchange,Currency,Result
Dec 15 2019 02:57:06 PM,bitmax,huobipro,COVA/BTC,fail
Dec 15 2019 03:38:39 PM,bitforex,bitz,KBC/BTC,success
Dec 15 2019 03:43:52 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 03:51:44 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 04:30:15 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 04:44:18 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 05:08:34 PM,bitforex,bitz,KBC/BTC,success
Dec 15 2019 05:34:13 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 05:49:05 PM,btcalpha,huobipro,ACT/BTC,fail
Dec 15 2019 05:50:45 PM,btcalpha,huobipro,ACT/BTC,fail
Dec 15 2019 05:51:48 PM,btcalpha,huobipro,ACT/BTC,fail
Dec 15 2019 06:15:39 PM,bitmax,huobipro,COVA/BTC,fail
Dec 15 2019 07:17:10 PM,poloniex,hitbtc2,BCN/BTC,success
Dec 15 2019 07:23:20 PM,hitbtc2,bibox,ORMEUS/BTC,success
Dec 15 2019 07:29:44 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 07:40:12 PM,hitbtc2,bibox,ORMEUS/BTC,fail
Dec 15 2019 07:43:43 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 07:46:17 PM,poloniex,hitbtc2,BCN/BTC,fail
Dec 15 2019 08:00:19 PM,kucoin,hitbtc2,DENT/BTC,success
Dec 15 2019 08:10:28 PM,kucoin,hitbtc2,DENT/BTC,fail
Dec 15 2019 08:12:34 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 08:22:14 PM,crex24,livecoin,BSD/BTC,success
Dec 15 2019 08:22:28 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 08:39:41 PM,bitforex,bitz,KBC/BTC,success
Dec 15 2019 08:55:40 PM,btcalpha,huobipro,ACT/BTC,success
Dec 15 2019 09:13:59 PM,bibox,bitz,KBC/BTC,success
Dec 15 2019 09:32:13 PM,crex24,livecoin,BSD/BTC,fail
Dec 15 2019 09:34:47 PM,bibox,bitz,KBC/BTC,success
Dec 15 2019 09:37:20 PM,bitz,bibox,MIN/BTC,success
Dec 15 2019 09:39:37 PM,livecoin,kucoin,AOA/BTC,fail
Dec 15 2019 10:13:56 PM,poloniex,crex24,BCN/BTC,fail
Dec 15 2019 10:35:58 PM,crex24,btcalpha,NSD/BTC,fail
Dec 15 2019 10:36:28 PM,bitforex,btcalpha,XRP/BTC,fail
Dec 15 2019 10:38:25 PM,bitforex,bibox,KBC/BTC,success
Dec 15 2019 11:13:20 PM,crex24,btcalpha,NSD/BTC,success
Dec 15 2019 11:23:52 PM,lbank,bitmart,TNS/BTC,success
Dec 15 2019 11:25:46 PM,bittrex,kucoin,WGP/BTC,success
Dec 16 2019 12:11:38 AM,okex3,huobipro,TRIO/BTC,fail
Dec 16 2019 12:26:09 AM,bitforex,bitz,KBC/BTC,success
Dec 16 2019 12:38:14 AM,huobipro,crex24,BTT/BTC,success
Dec 16 2019 12:46:24 AM,huobipro,okex3,TRIO/BTC,fail
Dec 16 2019 12:47:15 AM,huobipro,okex3,TRIO/BTC,fail
Dec 16 2019 12:53:03 AM,crex24,btcalpha,NSD/BTC,success
Dec 16 2019 01:02:05 AM,bitforex,kucoin,BOS/BTC,success
Dec 16 2019 01:37:40 AM,crex24,btcalpha,NSD/BTC,success
Dec 16 2019 02:26:55 AM,kucoin,livecoin,AOA/BTC,fail
Dec 16 2019 02:48:09 AM,crex24,bittrex,FTC/BTC,null
Dec 16 2019 02:51:13 AM,crex24,btcalpha,NSD/BTC,success
Dec 16 2019 02:56:18 AM,bitforex,bitz,KBC/BTC,fail
Dec 16 2019 03:09:31 AM,crex24,btcalpha,BTCZ/BTC,fail
Dec 16 2019 03:29:43 AM,huobipro,hitbtc2,OCN/BTC,success
Dec 16 2019 03:30:33 AM,crex24,btcalpha,NSD/BTC,fail
Dec 16 2019 03:39:34 AM,kucoin,bitmax,BOLT/BTC,success
Dec 16 2019 04:24:42 AM,kucoin,hitbtc2,NIM/BTC,fail
Dec 16 2019 04:56:34 AM,digifinex,bitforex,UND/BTC,success
Dec 16 2019 05:09:06 AM,bitmax,huobipro,COVA/BTC,success
Dec 16 2019 05:34:30 AM,bitmart,bittrex,WAVES/BTC,success
Dec 16 2019 06:52:33 AM,digifinex,bitforex,UND/BTC,fail
Dec 16 2019 07:11:07 AM,digifinex,huobipro,GXC/BTC,fail
Dec 16 2019 07:25:46 AM,tidex,hitbtc2,REM/BTC,fail
Dec 16 2019 07:52:15 AM,hitbtc2,huobipro,ARDR/BTC,fail
Dec 16 2019 07:53:29 AM,hitbtc2,bittrex,ARDR/BTC,fail
Dec 16 2019 08:01:57 AM,huobipro,hitbtc2,SALT/BTC,fail
Dec 16 2019 08:07:53 AM,bittrex,bibox,TTC/BTC,fail
Dec 16 2019 08:18:35 AM,btcalpha,coinegg,ETH/BTC,fail
Dec 16 2019 08:36:52 AM,kucoin,bittrex,TRAC/BTC,null
Dec 16 2019 09:13:33 AM,huobipro,crex24,XVG/BTC,fail
Dec 16 2019 09:25:56 AM,kucoin,hitbtc2,CRPT/BTC,null
Dec 16 2019 09:26:49 AM,livecoin,crex24,ALLBI/BTC,success
Dec 16 2019 09:28:36 AM,kucoin,crex24,ENQ/BTC,success
Dec 16 2019 09:30:06 AM,bitmax,huobipro,COVA/BTC,fail
Dec 16 2019 09:43:20 AM,kucoin,crex24,ENQ/BTC,fail
Dec 16 2019 09:52:09 AM,huobipro,digifinex,MCO/BTC,fail
Dec 16 2019 10:05:49 AM,huobipro,bitmart,WAVES/BTC,success
Dec 16 2019 10:35:32 AM,crex24,huobipro,BTT/BTC,success
Dec 16 2019 10:36:56 AM,crex24,btcalpha,NPC/BTC,fail
Dec 16 2019 11:03:25 AM,huobipro,hitbtc2,SALT/BTC,success
Dec 16 2019 11:17:40 AM,huobipro,tidex,WAVES/BTC,fail
Dec 16 2019 11:35:36 AM,huobipro,hitbtc2,SALT/BTC,success
Dec 16 2019 12:01:13 PM,bittrex,hitbtc2,PART/BTC,fail
Dec 16 2019 12:15:05 PM,huobipro,hitbtc2,SALT/BTC,fail
Dec 16 2019 01:20:48 PM,bitmart,livecoin,ABT/BTC,fail
Dec 16 2019 01:31:50 PM,huobipro,coinex,ETH/BTC,fail
Dec 16 2019 01:32:49 PM,okex3,livecoin,XLM/BTC,fail
Dec 16 2019 02:08:18 PM,coinex,kucoin,XTZ/BTC,fail
Dec 16 2019 02:17:47 PM,livecoin,crex24,WGR/BTC,success
Dec 16 2019 02:30:58 PM,kucoin,bitmax,MHC/BTC,fail
Dec 16 2019 04:17:41 PM,bitforex,bitz,KBC/BTC,success
Dec 16 2019 04:22:35 PM,huobipro,hitbtc2,ZEN/BTC,success
Dec 16 2019 05:32:00 PM,poloniex,coss,ETH/BTC,success
Dec 16 2019 05:40:29 PM,digifinex,hitbtc2,R/BTC,success
Dec 16 2019 05:41:17 PM,digifinex,huobipro,LAMB/BTC,success
Dec 16 2019 05:42:32 PM,bitmax,coss,ETH/BTC,success
Dec 16 2019 06:50:06 PM,kucoin,crex24,ENQ/BTC,success
Dec 16 2019 06:51:17 PM,coinex,livecoin,LSK/BTC,fail
Dec 16 2019 07:16:31 PM,bitmax,bibox,ALGO/BTC,success
Dec 16 2019 07:25:09 PM,bitmax,bibox,ALGO/BTC,success
Dec 16 2019 07:39:11 PM,huobipro,bibox,ALGO/BTC,null
Dec 16 2019 08:08:07 PM,kucoin,crex24,ENQ/BTC,success
Dec 16 2019 08:09:32 PM,bittrex,crex24,DGB/BTC,success
Dec 16 2019 08:20:06 PM,kucoin,crex24,ONION/BTC,success
Dec 16 2019 08:21:24 PM,okex3,crex24,DGB/BTC,fail
Dec 16 2019 08:47:28 PM,bitmax,huobipro,WAN/BTC,fail
Dec 16 2019 09:05:40 PM,huobipro,hitbtc2,SMT/BTC,success
Dec 16 2019 09:08:43 PM,bittrex,hitbtc2,HEDG/BTC,fail
Dec 16 2019 09:10:36 PM,huobipro,livecoin,PAI/BTC,fail
Dec 16 2019 09:13:03 PM,bittrex,hitbtc2,HEDG/BTC,success
Dec 16 2019 09:51:26 PM,bitmax,kucoin,BOLT/BTC,fail
Dec 16 2019 10:03:30 PM,bitmax,kucoin,BOLT/BTC,fail
Dec 16 2019 10:16:58 PM,bitmax,huobipro,CVNT/BTC,null
Dec 16 2019 10:27:03 PM,huobipro,coss,ETH/BTC,fail
Dec 16 2019 11:02:26 PM,bittrex,livecoin,ELF/BTC,fail
Dec 16 2019 11:11:51 PM,huobipro,digifinex,POWR/BTC,fail
Dec 16 2019 11:20:54 PM,okex3,digifinex,GAS/BTC,null
Dec 16 2019 11:28:14 PM,bittrex,livecoin,CURE/BTC,fail
Dec 16 2019 11:34:27 PM,huobipro,btcalpha,BTS/BTC,success
Dec 16 2019 11:37:16 PM,huobipro,btcalpha,TRX/BTC,success
Dec 16 2019 11:44:45 PM,bittrex,livecoin,CURE/BTC,success
Dec 16 2019 11:54:04 PM,livecoin,hitbtc2,PPC/BTC,fail
Dec 17 2019 12:35:32 AM,digifinex,okex3,MDT/BTC,success
Dec 17 2019 12:53:05 AM,okex3,btcalpha,TRX/BTC,success
Dec 17 2019 01:12:18 AM,okex3,digifinex,MCO/BTC,success
Dec 17 2019 01:51:51 AM,digifinex,huobipro,LAMB/BTC,success
Dec 17 2019 01:51:55 AM,huobipro,digifinex,MCO/BTC,success
Dec 17 2019 01:52:25 AM,exmo,huobipro,WAVES/BTC,fail
Dec 17 2019 02:10:08 AM,huobipro,digifinex,MCO/BTC,success
Dec 17 2019 02:22:16 AM,kucoin,bittrex,PIVX/BTC,null
Dec 17 2019 02:22:34 AM,huobipro,digifinex,MCO/BTC,null
Dec 17 2019 02:31:12 AM,huobipro,livecoin,PAI/BTC,null
Dec 17 2019 02:36:54 AM,digifinex,bitforex,ELAC/BTC,success
Dec 17 2019 04:54:40 AM,poloniex,coinegg,XPM/BTC,success
Dec 17 2019 04:55:13 AM,kucoin,bitmax,WAN/BTC,success
Dec 17 2019 05:06:46 AM,digifinex,bitforex,MESG/BTC,success
Dec 17 2019 05:11:58 AM,bitforex,digifinex,UND/BTC,fail
Dec 17 2019 05:21:54 AM,kucoin,bitmart,CV/BTC,fail
Dec 17 2019 05:23:45 AM,poloniex,coinegg,XPM/BTC,success
Dec 17 2019 05:31:01 AM,kucoin,bitmart,CV/BTC,success
Dec 17 2019 05:34:12 AM,poloniex,coinegg,XPM/BTC,fail
Dec 17 2019 05:37:06 AM,digifinex,bitforex,MESG/BTC,success
Dec 17 2019 05:49:10 AM,bitforex,digifinex,UND/BTC,success
Dec 17 2019 06:05:31 AM,hitbtc2,livecoin,EMC/BTC,fail
Dec 17 2019 06:10:46 AM,poloniex,livecoin,DASH/BTC,success
Dec 17 2019 07:55:43 AM,bitforex,digifinex,UND/BTC,success
Dec 17 2019 08:34:46 AM,bittrex,digifinex,EDR/BTC,fail
Dec 17 2019 09:12:32 AM,bitforex,kucoin,BOS/BTC,null
Dec 17 2019 09:17:44 AM,coinex,btcalpha,ICX/BTC,success
Dec 17 2019 09:18:22 AM,digifinex,bittrex,BLOCK/BTC,success
Dec 17 2019 09:20:01 AM,livecoin,bitforex,ROOBEE/BTC,fail
Dec 17 2019 09:23:08 AM,bitmax,bibox,FTM/BTC,fail
Dec 17 2019 09:23:49 AM,kraken,livecoin,SC/BTC,fail
Dec 17 2019 09:25:27 AM,bitmax,bibox,FTM/BTC,success
Dec 17 2019 09:33:12 AM,bittrex,livecoin,GRS/BTC,fail
Dec 17 2019 10:03:47 AM,kucoin,crex24,ENQ/BTC,success
Dec 17 2019 10:09:40 AM,bittrex,hitbtc2,PART/BTC,fail
Dec 17 2019 10:13:57 AM,bittrex,digifinex,EDR/BTC,fail
Dec 17 2019 10:58:03 AM,kucoin,hitbtc2,DENT/BTC,fail
Dec 17 2019 11:02:17 AM,kucoin,hitbtc2,DENT/BTC,success
Dec 17 2019 11:11:30 AM,kucoin,hitbtc2,DENT/BTC,fail
Dec 17 2019 11:44:00 AM,okex3,bittrex,BKX/BTC,success
Dec 17 2019 11:47:08 AM,digifinex,bitforex,MESG/BTC,success
Dec 17 2019 11:47:22 AM,bittrex,hitbtc2,LOOM/BTC,success
Dec 17 2019 12:24:14 PM,okex3,bittrex,BKX/BTC,success
Dec 17 2019 12:56:36 PM,okex3,bittrex,BKX/BTC,fail
Dec 17 2019 02:58:15 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 17 2019 02:58:28 PM,exmo,livecoin,ROOBEE/BTC,fail
Dec 17 2019 02:58:32 PM,bitmax,btcalpha,TRX/BTC,success
Dec 17 2019 02:58:43 PM,poloniex,btcalpha,BTS/BTC,success
Dec 17 2019 02:58:52 PM,huobipro,hitbtc2,OCN/BTC,success
Dec 17 2019 02:58:57 PM,bibox,bitz,KBC/BTC,success
Dec 17 2019 03:11:57 PM,digifinex,bittrex,BLOCK/BTC,success
Dec 17 2019 03:12:06 PM,huobipro,hitbtc2,SALT/BTC,fail
Dec 17 2019 03:23:21 PM,huobipro,coinegg,UIP/BTC,success
Dec 17 2019 03:23:55 PM,bitmax,btcalpha,TRX/BTC,success
Dec 17 2019 03:24:40 PM,huobipro,bitbay,NPXS/BTC,success
Dec 17 2019 03:33:38 PM,huobipro,livecoin,XLM/BTC,fail
Dec 17 2019 03:34:31 PM,huobipro,livecoin,LSK/BTC,fail
Dec 17 2019 03:40:29 PM,okex3,bittrex,BKX/BTC,fail
Dec 17 2019 03:41:12 PM,digifinex,bittrex,BLOCK/BTC,success
Dec 17 2019 03:42:52 PM,bittrex,bitbay,SRN/BTC,success
Dec 17 2019 03:43:49 PM,huobipro,bitbay,TRX/BTC,success
Dec 17 2019 03:49:16 PM,bitmax,bibox,ALGO/BTC,success
Dec 17 2019 03:49:27 PM,hitbtc2,livecoin,DASH/BTC,success
Dec 17 2019 03:49:41 PM,kucoin,crex24,ONION/BTC,success
Dec 17 2019 03:50:12 PM,kucoin,hitbtc2,DENT/BTC,success
Dec 17 2019 03:50:57 PM,crex24,exmo,XRP/BTC,fail
Dec 17 2019 03:55:54 PM,huobipro,hitbtc2,UTK/BTC,null
Dec 17 2019 04:00:05 PM,coinex,okex3,IOTA/BTC,fail
Dec 17 2019 04:03:04 PM,coinex,bibox,ALGO/BTC,fail
Dec 17 2019 04:10:14 PM,bibox,bitforex,KBC/BTC,null
Dec 17 2019 04:25:31 PM,huobipro,hitbtc2,SALT/BTC,fail
Dec 17 2019 04:27:23 PM,huobipro,hitbtc2,NPXS/BTC,success
Dec 17 2019 04:31:52 PM,digifinex,bitforex,ELAC/BTC,success
Dec 17 2019 05:45:16 PM,kucoin,crex24,ENQ/BTC,null
Dec 17 2019 05:48:05 PM,poloniex,coinegg,XPM/BTC,fail
Dec 17 2019 05:48:50 PM,gateio,bittrex,XTZ/BTC,fail
Dec 17 2019 05:50:46 PM,hitbtc2,bittrex,1ST/BTC,fail
Dec 17 2019 05:52:42 PM,huobipro,livecoin,WAVES/BTC,fail
Dec 17 2019 06:18:19 PM,coinex,okex3,IOTA/BTC,success
Dec 17 2019 06:24:28 PM,kucoin,btcalpha,DASH/BTC,success
Dec 17 2019 06:25:21 PM,kucoin,crex24,ONION/BTC,success
Dec 17 2019 06:54:20 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 17 2019 07:04:37 PM,bittrex,crex24,ION/BTC,success
Dec 17 2019 07:07:50 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 17 2019 07:41:12 PM,digifinex,bittrex,BLOCK/BTC,fail
Dec 17 2019 07:56:54 PM,bittrex,livecoin,CND/BTC,fail
Dec 17 2019 08:39:51 PM,huobipro,bitforex,VSYS/BTC,success
Dec 17 2019 08:57:37 PM,huobipro,bitforex,VSYS/BTC,fail
Dec 17 2019 09:00:14 PM,kucoin,bitz,TKY/BTC,success
Dec 17 2019 09:20:41 PM,huobipro,bitforex,VSYS/BTC,success
Dec 17 2019 09:24:48 PM,kucoin,hitbtc2,BCD/BTC,success
Dec 17 2019 09:33:12 PM,kucoin,crex24,ONION/BTC,success
Dec 17 2019 10:04:20 PM,bitforex,digifinex,UND/BTC,success
Dec 17 2019 10:10:23 PM,digifinex,okex3,MDT/BTC,success
Dec 17 2019 10:25:17 PM,gateio,btcalpha,DOGE/BTC,success
Dec 17 2019 10:36:47 PM,bittrex,crex24,ION/BTC,success
Dec 17 2019 10:43:16 PM,exmo,livecoin,ROOBEE/BTC,fail
Dec 17 2019 11:02:14 PM,okex3,btcalpha,TRX/BTC,success
Dec 17 2019 11:16:28 PM,okex3,hitbtc2,BCD/BTC,success
Dec 17 2019 11:27:27 PM,huobipro,btcalpha,TRX/BTC,success
Dec 17 2019 11:35:18 PM,kucoin,btcalpha,TRX/BTC,success
Dec 17 2019 11:43:14 PM,bitmax,btcalpha,TRX/BTC,success
Dec 17 2019 11:49:24 PM,kucoin,livecoin,BNB/BTC,fail
Dec 17 2019 11:57:01 PM,bibox,btcalpha,MIN/BTC,null
Dec 18 2019 12:15:03 AM,kucoin,hitbtc2,TEL/BTC,null
Dec 18 2019 12:47:47 AM,huobipro,bitmax,CVNT/BTC,fail
Dec 18 2019 01:05:31 AM,kucoin,crex24,ONION/BTC,success
Dec 18 2019 01:11:28 AM,bitmax,huobipro,COVA/BTC,success
Dec 18 2019 01:17:04 AM,huobipro,poloniex,POLY/BTC,fail
Dec 18 2019 03:07:57 AM,digifinex,coinex,ONG/BTC,success
Dec 18 2019 03:12:41 AM,hitbtc2,kucoin,TIME/BTC,fail
Dec 18 2019 04:25:56 AM,huobipro,kraken,LSK/BTC,success
Dec 18 2019 04:26:01 AM,kucoin,bitz,TKY/BTC,success
Dec 18 2019 04:27:31 AM,kucoin,crex24,ENQ/BTC,success
Dec 18 2019 04:39:17 AM,crex24,hitbtc2,DASH/BTC,success
Dec 18 2019 04:39:38 AM,huobipro,livecoin,ABT/BTC,success
Dec 18 2019 05:04:44 AM,huobipro,livecoin,ABT/BTC,fail
Dec 18 2019 05:08:42 AM,livecoin,kucoin,TIME/BTC,success
Dec 18 2019 05:16:42 AM,livecoin,bitbay,GAME/BTC,null
Dec 18 2019 05:23:00 AM,bittrex,bitmax,PROM/BTC,success
Dec 18 2019 05:32:18 AM,livecoin,bitbay,GAME/BTC,fail
Dec 18 2019 05:33:04 AM,crex24,gateio,DASH/BTC,success
Dec 18 2019 05:57:56 AM,exmo,livecoin,ROOBEE/BTC,fail
Dec 18 2019 06:43:42 AM,livecoin,bittrex,BURST/BTC,success
Dec 18 2019 06:44:37 AM,bitforex,bitz,KBC/BTC,success
Dec 18 2019 07:03:11 AM,huobipro,digifinex,POWR/BTC,fail
Dec 18 2019 07:21:38 AM,poloniex,bittrex,FCT/BTC,fail
Dec 18 2019 07:37:07 AM,bitforex,bitz,KBC/BTC,fail
Dec 18 2019 07:43:44 AM,okex3,crex24,WAVES/BTC,fail
Dec 18 2019 07:44:19 AM,bittrex,bitmax,PROM/BTC,success
Dec 18 2019 07:44:58 AM,huobipro,digifinex,UTK/BTC,success
Dec 18 2019 07:45:39 AM,bitmax,btcalpha,DOGE/BTC,success
Dec 18 2019 07:54:02 AM,kraken,bittrex,XTZ/BTC,fail
Dec 18 2019 07:55:15 AM,huobipro,hitbtc2,SALT/BTC,success
Dec 18 2019 07:58:31 AM,kraken,crex24,WAVES/BTC,fail
Dec 18 2019 08:00:41 AM,huobipro,digifinex,THETA/BTC,null
Dec 18 2019 08:02:01 AM,bitmax,bibox,ALGO/BTC,fail
Dec 18 2019 08:06:19 AM,huobipro,hitbtc2,NPXS/BTC,fail
Dec 18 2019 08:10:58 AM,huobipro,livecoin,ENG/BTC,fail
Dec 18 2019 08:12:19 AM,crex24,btcalpha,XRP/BTC,fail
Dec 18 2019 08:13:35 AM,bittrex,bitmax,PROM/BTC,success
Dec 18 2019 08:21:18 AM,bittrex,hitbtc2,LOOM/BTC,success
Dec 18 2019 08:25:03 AM,exmo,okex3,GUSD/BTC,fail
Dec 18 2019 09:52:30 AM,coinex,tidex,DOGE/BTC,fail
Dec 18 2019 09:57:05 AM,coinex,btcalpha,DOGE/BTC,success
Dec 18 2019 09:58:56 AM,crex24,hitbtc2,XVG/BTC,success
Dec 18 2019 10:22:07 AM,huobipro,btcalpha,DOGE/BTC,fail
Dec 18 2019 10:26:29 AM,crex24,bittrex,XVG/BTC,success
Dec 18 2019 10:38:28 AM,poloniex,kraken,QTUM/BTC,fail
Dec 18 2019 10:47:05 AM,huobipro,hitbtc2,MTL/BTC,fail
Dec 18 2019 10:54:09 AM,bitmax,crex24,DOGE/BTC,success
Dec 18 2019 11:02:18 AM,bitmax,crex24,DOGE/BTC,fail
Dec 18 2019 11:52:15 AM,okex3,kucoin,WXT/BTC,fail
Dec 18 2019 12:33:30 PM,bittrex,kucoin,SPND/BTC,fail
Dec 18 2019 12:42:58 PM,kucoin,digifinex,NRG/BTC,success
Dec 18 2019 06:35:53 PM,bitmax,livecoin,BNB/BTC,fail
Dec 18 2019 10:23:10 PM,exmo,btcalpha,DOGE/BTC,fail
Dec 18 2019 10:23:27 PM,kucoin,crex24,ENQ/BTC,success
Dec 18 2019 10:37:51 PM,bittrex,bibox,PI/BTC,success
Dec 18 2019 10:37:57 PM,bitmax,bitforex,XTZ/BTC,fail
Dec 18 2019 10:38:04 PM,digifinex,bitforex,MESG/BTC,success
Dec 18 2019 10:38:16 PM,kraken,hitbtc2,MLN/BTC,null
Dec 18 2019 10:38:21 PM,btcalpha,hitbtc2,REM/BTC,success
Dec 18 2019 10:38:38 PM,coinex,livecoin,LINK/BTC,fail
Dec 18 2019 10:40:46 PM,huobipro,btcalpha,TRX/BTC,success
Dec 18 2019 10:55:28 PM,huobipro,btcalpha,DOGE/BTC,fail
Dec 18 2019 11:02:09 PM,digifinex,bitforex,UND/BTC,success
Dec 18 2019 11:04:38 PM,poloniex,hitbtc2,BCN/BTC,success
Dec 18 2019 11:05:07 PM,huobipro,livecoin,NEXO/BTC,success
Dec 18 2019 11:10:30 PM,bibox,hitbtc2,ORMEUS/BTC,fail
Dec 18 2019 11:16:33 PM,btcalpha,hitbtc2,REM/BTC,success
Dec 18 2019 11:19:50 PM,bittrex,kucoin,TRAC/BTC,fail
Dec 18 2019 11:30:16 PM,bittrex,bibox,PI/BTC,null
Dec 19 2019 12:33:36 AM,coinex,btcalpha,TRX/BTC,fail
Dec 19 2019 12:34:33 AM,okex3,hitbtc2,RFR/BTC,fail
Dec 19 2019 01:02:55 AM,livecoin,crex24,XSPEC/BTC,success
Dec 19 2019 01:03:17 AM,exmo,livecoin,ROOBEE/BTC,success
Dec 19 2019 01:03:28 AM,bittrex,livecoin,BTS/BTC,success
Dec 19 2019 01:16:54 AM,okex3,hitbtc2,RFR/BTC,success
Dec 19 2019 01:28:11 AM,hitbtc2,livecoin,NEXO/BTC,success
Dec 19 2019 01:28:49 AM,okex3,hitbtc2,RFR/BTC,success
Dec 19 2019 01:40:19 AM,bittrex,bibox,TTC/BTC,fail
Dec 19 2019 01:41:18 AM,poloniex,crex24,BCN/BTC,null
Dec 19 2019 01:46:32 AM,poloniex,crex24,BCN/BTC,fail
Dec 19 2019 01:59:59 AM,digifinex,bitforex,ELAC/BTC,success
Dec 19 2019 02:08:33 AM,poloniex,crex24,BCN/BTC,success
Dec 19 2019 02:14:10 AM,crex24,livecoin,DASH/BTC,success
Dec 19 2019 02:17:13 AM,kucoin,crex24,ONION/BTC,success
Dec 19 2019 02:43:48 AM,kucoin,btcalpha,DASH/BTC,success
Dec 19 2019 04:18:39 AM,coinex,kucoin,XEM/BTC,success
Dec 19 2019 04:18:55 AM,exmo,livecoin,ROOBEE/BTC,fail
Dec 19 2019 04:28:15 AM,digifinex,bitforex,ELAC/BTC,success
Dec 19 2019 04:30:48 AM,coinex,kucoin,XEM/BTC,fail
Dec 19 2019 04:33:33 AM,huobipro,btcalpha,DOGE/BTC,success
Dec 19 2019 04:51:22 AM,coinex,btcalpha,TRX/BTC,success
Dec 19 2019 04:53:49 AM,digifinex,bitforex,MESG/BTC,fail
Dec 19 2019 05:14:35 AM,kucoin,hitbtc2,NPXS/BTC,success
Dec 19 2019 05:16:29 AM,digifinex,bitforex,MESG/BTC,success
Dec 19 2019 05:20:29 AM,coinex,btcalpha,DOGE/BTC,fail
Dec 19 2019 05:20:34 AM,huobipro,bitbay,PAY/BTC,success
Dec 19 2019 05:22:56 AM,exmo,livecoin,ROOBEE/BTC,success
Dec 19 2019 05:27:23 AM,kucoin,digifinex,NRG/BTC,success
Dec 19 2019 05:29:38 AM,coinex,btcalpha,DOGE/BTC,success
Dec 19 2019 05:35:23 AM,bitz,bibox,KBC/BTC,success
Dec 19 2019 05:49:40 AM,digifinex,bitforex,ELAC/BTC,success
Dec 19 2019 05:50:06 AM,digifinex,bitforex,MESG/BTC,success
Dec 19 2019 06:00:08 AM,gateio,hitbtc2,XMR/BTC,fail
Dec 19 2019 06:06:22 AM,digifinex,bitforex,ELAC/BTC,success
Dec 19 2019 06:15:27 AM,livecoin,bitbay,GAME/BTC,fail
Dec 19 2019 06:16:32 AM,gateio,kucoin,XMR/BTC,null
Dec 19 2019 06:33:03 AM,poloniex,crex24,BCN/BTC,null
Dec 19 2019 06:36:38 AM,huobipro,digifinex,UTK/BTC,success
Dec 19 2019 06:39:46 AM,kucoin,hitbtc2,DENT/BTC,fail
Dec 19 2019 06:47:09 AM,poloniex,crex24,BCN/BTC,success
Dec 19 2019 06:53:45 AM,crex24,huobipro,DASH/BTC,fail
Dec 19 2019 07:07:37 AM,huobipro,kucoin,XEM/BTC,success
Dec 19 2019 07:14:39 AM,poloniex,kucoin,XEM/BTC,null
Dec 19 2019 07:18:33 AM,huobipro,btcalpha,TRX/BTC,fail
Dec 19 2019 08:01:58 AM,exmo,crex24,WAVES/BTC,fail
Dec 19 2019 08:04:01 AM,huobipro,crex24,WAVES/BTC,fail
Dec 19 2019 08:24:20 AM,okex3,btcalpha,LTC/BTC,fail
Dec 19 2019 08:29:58 AM,kucoin,bitbay,PAY/BTC,success
Dec 19 2019 08:33:48 AM,bitmax,bittrex,XTZ/BTC,null
Dec 19 2019 08:38:07 AM,exmo,livecoin,ROOBEE/BTC,null
Dec 19 2019 08:41:48 AM,bitforex,digifinex,UND/BTC,fail
Dec 19 2019 09:05:30 AM,kucoin,bitforex,MHC/BTC,fail
Dec 19 2019 10:08:04 AM,kucoin,crex24,ENQ/BTC,success
Dec 19 2019 11:06:06 AM,crex24,btcalpha,NPC/BTC,fail
Dec 19 2019 11:38:33 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 19 2019 11:50:59 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 19 2019 12:23:18 PM,btcalpha,tidex,REM/BTC,success
Dec 19 2019 12:28:41 PM,poloniex,coinegg,XPM/BTC,fail
Dec 19 2019 02:28:49 PM,coss,huobipro,DAT/BTC,success
Dec 19 2019 02:37:20 PM,coss,huobipro,DAT/BTC,fail
Dec 19 2019 02:44:15 PM,crex24,kucoin,ENQ/BTC,success
Dec 19 2019 03:16:11 PM,huobipro,coss,DAT/BTC,success
Dec 19 2019 03:41:09 PM,kucoin,digifinex,SPND/BTC,fail
Dec 19 2019 08:08:33 PM,bibox,hitbtc2,ORMEUS/BTC,fail
Dec 19 2019 08:08:42 PM,digifinex,bitforex,UND/BTC,success
Dec 19 2019 08:14:10 PM,bitz,bitmart,ABBC/BTC,success
Dec 19 2019 08:20:57 PM,digifinex,bitz,MKEY/BTC,null
Dec 19 2019 08:23:04 PM,huobipro,digifinex,UTK/BTC,success
